"","Tm","Year","Date","Time","LTime","at","Opp","Week","G.","Day","Result","OT","Location","Surface","Roof","Temperature","turf_spec","Stadium","Surface_detailed","Surface_3cat","Surface_2cat","n_injs","Surface_all","TeamYear"
"2940","DAL",2018,"12/30/2018","13:00","13:00","@","NYG",17,16,"Sun","W 36-35","","NYG","ubu/turfnation","outdoors","37","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","DAL 2018"
"2941","JAX",2018,"9/9/2018","13:00","13:00","@","NYG",1,1,"Sun","W 20-15","","NYG","ubu/turfnation","outdoors","59","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","JAX 2018"
"2942","NO",2018,"9/30/2018","16:25","16:25","@","NYG",4,4,"Sun","W 33-18","","NYG","ubu/turfnation","outdoors","71","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2018"
"2943","NYG",2018,"9/9/2018","13:00","13:00","","JAX",1,1,"Sun","L 15-20","","NYG","ubu/turfnation","outdoors","59","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2018"
"2944","NYG",2018,"9/30/2018","16:25","16:25","","NO",4,4,"Sun","L 18-33","","NYG","ubu/turfnation","outdoors","71","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2018"
"2945","NYG",2018,"10/11/2018","20:20","20:20","","PHI",6,6,"Thu","L 13-34","","NYG","ubu/turfnation","outdoors","70","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYG 2018"
"2946","NYG",2018,"10/28/2018","13:00","13:00","","WAS",8,8,"Sun","L 13-20","","NYG","ubu/turfnation","outdoors","51","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2018"
"2947","NYG",2018,"11/18/2018","13:00","13:00","","TB",11,10,"Sun","W 38-35","","NYG","ubu/turfnation","outdoors","42","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2018"
"2948","NYG",2018,"12/2/2018","13:00","13:00","","CHI",13,12,"Sun","W 30-27","OT","NYG","ubu/turfnation","outdoors","52","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYG 2018"
"2949","NYG",2018,"12/16/2018","13:00","13:00","","TEN",15,14,"Sun","L 0-17","","NYG","ubu/turfnation","outdoors","40","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NYG 2018"
"2950","NYG",2018,"12/30/2018","13:00","13:00","","DAL",17,16,"Sun","L 35-36","","NYG","ubu/turfnation","outdoors","37","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2018"
"2951","PHI",2018,"10/11/2018","20:20","20:20","@","NYG",6,6,"Thu","W 34-13","","NYG","ubu/turfnation","outdoors","70","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","PHI 2018"
"2952","TB",2018,"11/18/2018","13:00","13:00","@","NYG",11,10,"Sun","L 35-38","","NYG","ubu/turfnation","outdoors","42","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","TB 2018"
"2953","TEN",2018,"12/16/2018","13:00","13:00","@","NYG",15,14,"Sun","W 17-0","","NYG","ubu/turfnation","outdoors","40","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","TEN 2018"
"2954","WAS",2018,"10/28/2018","13:00","13:00","@","NYG",8,7,"Sun","W 20-13","","NYG","ubu/turfnation","outdoors","51","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","WAS 2018"
"2955","BUF",2019,"9/8/2019","13:00","13:00","@","NYJ",1,1,"Sun","W 17-16","","NYJ","ubu/turfnation","outdoors","77","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","BUF 2019"
"2956","CLE",2019,"9/16/2019","20:15","20:15","@","NYJ",2,2,"Mon","W 23-3","","NYJ","ubu/turfnation","outdoors","72","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",6,"UBU/Turfnation","CLE 2019"
"2957","DAL",2019,"10/13/2019","16:25","16:25","@","NYJ",6,6,"Sun","L 22-24","","NYJ","ubu/turfnation","outdoors","66","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","DAL 2019"
"2958","MIA",2019,"12/8/2019","13:00","13:00","@","NYJ",14,13,"Sun","L 21-22","","NYJ","ubu/turfnation","outdoors","41","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","MIA 2019"
"2959","NE",2019,"10/21/2019","20:15","20:15","@","NYJ",7,7,"Mon","W 33-0","","NYJ","ubu/turfnation","outdoors","58","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NE 2019"
"2960","NYG",2019,"11/10/2019","13:00","13:00","@","NYJ",10,10,"Sun","L 27-34","","NYJ","ubu/turfnation","outdoors","48","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2019"
"2961","NYJ",2019,"9/8/2019","13:00","13:00","","BUF",1,1,"Sun","L 16-17","","NYJ","ubu/turfnation","outdoors","77","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYJ 2019"
"2962","NYJ",2019,"9/16/2019","20:15","20:15","","CLE",2,2,"Mon","L 3-23","","NYJ","ubu/turfnation","outdoors","72","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYJ 2019"
"2963","NYJ",2019,"10/13/2019","16:25","16:25","","DAL",6,5,"Sun","W 24-22","","NYJ","ubu/turfnation","outdoors","66","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NYJ 2019"
"2964","NYJ",2019,"10/21/2019","20:15","20:15","","NE",7,6,"Mon","L 0-33","","NYJ","ubu/turfnation","outdoors","58","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYJ 2019"
"2965","NYJ",2019,"11/10/2019","13:00","13:00","","NYG",10,9,"Sun","W 34-27","","NYJ","ubu/turfnation","outdoors","48","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYJ 2019"
"2966","NYJ",2019,"11/24/2019","13:00","13:00","","OAK",12,11,"Sun","W 34-3","","NYJ","ubu/turfnation","outdoors","43","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYJ 2019"
"2967","NYJ",2019,"12/8/2019","13:00","13:00","","MIA",14,13,"Sun","W 22-21","","NYJ","ubu/turfnation","outdoors","41","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NYJ 2019"
"2968","NYJ",2019,"12/22/2019","13:00","13:00","","PIT",16,15,"Sun","W 16-10","","NYJ","ubu/turfnation","outdoors","45","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYJ 2019"
"2969","OAK",2019,"11/24/2019","13:00","13:00","@","NYJ",12,11,"Sun","L 3-34","","NYJ","ubu/turfnation","outdoors","43","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","OAK 2019"
"2970","PIT",2019,"12/22/2019","13:00","13:00","@","NYJ",16,15,"Sun","L 10-16","","NYJ","ubu/turfnation","outdoors","45","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","PIT 2019"
"2971","BUF",2018,"11/11/2018","13:00","13:00","@","NYJ",10,10,"Sun","W 41-10","","NYJ","ubu/turfnation","outdoors","46","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","BUF 2018"
"2972","DEN",2018,"10/7/2018","13:00","13:00","@","NYJ",5,5,"Sun","L 16-34","","NYJ","ubu/turfnation","outdoors","77","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","DEN 2018"
"2973","GB",2018,"12/23/2018","13:00","13:00","@","NYJ",16,15,"Sun","W 44-38","OT","NYJ","ubu/turfnation","outdoors","43","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","GB 2018"
"2974","HOU",2018,"12/15/2018","16:30","16:30","@","NYJ",15,14,"Sat","W 29-22","","NYJ","ubu/turfnation","outdoors","51","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","HOU 2018"
"2975","IND",2018,"10/14/2018","13:00","13:00","@","NYJ",6,6,"Sun","L 34-42","","NYJ","ubu/turfnation","outdoors","60","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",4,"UBU/Turfnation","IND 2018"
"2976","MIA",2018,"9/16/2018","13:00","13:00","@","NYJ",2,2,"Sun","W 20-12","","NYJ","ubu/turfnation","outdoors","80","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","MIA 2018"
"2977","MIN",2018,"10/21/2018","13:00","13:00","@","NYJ",7,7,"Sun","W 37-17","","NYJ","ubu/turfnation","outdoors","46","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","MIN 2018"
"2978","NE",2018,"11/25/2018","13:00","13:00","@","NYJ",12,11,"Sun","W 27-13","","NYJ","ubu/turfnation","outdoors","54","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NE 2018"
"2979","NYJ",2018,"9/16/2018","13:00","13:00","","MIA",2,2,"Sun","L 12-20","","NYJ","ubu/turfnation","outdoors","80","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYJ 2018"
"2980","NYJ",2018,"10/7/2018","13:00","13:00","","DEN",5,5,"Sun","W 34-16","","NYJ","ubu/turfnation","outdoors","77","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYJ 2018"
"2981","NYJ",2018,"10/14/2018","13:00","13:00","","IND",6,6,"Sun","W 42-34","","NYJ","ubu/turfnation","outdoors","60","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYJ 2018"
"2982","NYJ",2018,"10/21/2018","13:00","13:00","","MIN",7,7,"Sun","L 17-37","","NYJ","ubu/turfnation","outdoors","46","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYJ 2018"
"2983","NYJ",2018,"11/11/2018","13:00","13:00","","BUF",10,10,"Sun","L 10-41","","NYJ","ubu/turfnation","outdoors","46","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYJ 2018"
"2984","NYJ",2018,"11/25/2018","13:00","13:00","","NE",12,11,"Sun","L 13-27","","NYJ","ubu/turfnation","outdoors","54","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYJ 2018"
"2985","NYJ",2018,"12/15/2018","16:30","16:30","","HOU",15,14,"Sat","L 22-29","","NYJ","ubu/turfnation","outdoors","51","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYJ 2018"
"2986","NYJ",2018,"12/23/2018","13:00","13:00","","GB",16,15,"Sun","L 38-44","OT","NYJ","ubu/turfnation","outdoors","43","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYJ 2018"
"2987","ARI",2018,"10/14/2018","13:00","15:00","@","MIN",6,6,"Sun","L 17-27","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","ARI 2018"
"2988","BUF",2018,"9/23/2018","13:00","15:00","@","MIN",3,3,"Sun","W 27-6","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","BUF 2018"
"2989","CHI",2018,"12/30/2018","16:25","15:00","@","MIN",17,16,"Sun","W 24-10","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","CHI 2018"
"2990","DET",2018,"11/4/2018","13:00","15:00","@","MIN",9,8,"Sun","L 9-24","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","DET 2018"
"2991","GB",2018,"11/25/2018","20:20","22:20","@","MIN",12,11,"Sun","L 17-24","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","GB 2018"
"2992","MIA",2018,"12/16/2018","13:00","15:00","@","MIN",15,14,"Sun","L 17-41","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","MIA 2018"
"2993","MIN",2018,"9/9/2018","13:00","15:00","","SF",1,1,"Sun","W 24-16","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","MIN 2018"
"2994","MIN",2018,"9/23/2018","13:00","15:00","","BUF",3,3,"Sun","L 6-27","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","MIN 2018"
"2995","MIN",2018,"10/14/2018","13:00","15:00","","ARI",6,6,"Sun","W 27-17","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","MIN 2018"
"2996","MIN",2018,"10/28/2018","20:20","22:20","","NO",8,8,"Sun","L 20-30","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","MIN 2018"
"2997","MIN",2018,"11/4/2018","13:00","15:00","","DET",9,9,"Sun","W 24-9","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","MIN 2018"
"2998","MIN",2018,"11/25/2018","20:20","22:20","","GB",12,11,"Sun","W 24-17","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","MIN 2018"
"2999","MIN",2018,"12/16/2018","13:00","15:00","","MIA",15,14,"Sun","W 41-17","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","MIN 2018"
"3000","MIN",2018,"12/30/2018","16:25","15:00","","CHI",17,16,"Sun","L 10-24","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","MIN 2018"
"3001","NO",2018,"10/28/2018","20:20","22:20","@","MIN",8,7,"Sun","W 30-20","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2018"
"3002","SF",2018,"9/9/2018","13:00","15:00","@","MIN",1,1,"Sun","L 16-24","","MIN","ubu/turfnation","dome","","UBU Speed Series S5-M synthetic turf surface","MIN-USB","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","SF 2018"
"3003","ATL",2023,"1/7/2024","","","@","NO",18,17,"Sun","L 17-48","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",0,NA,"ATL 2023"
"3004","CAR",2023,"12/10/2023","","","@","NO",14,13,"Sun","L 6-28","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",2,NA,"CAR 2023"
"3005","CHI",2023,"11/5/2023","","","@","NO",9,9,"Sun","L 17-24","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",1,NA,"CHI 2023"
"3006","DET",2023,"12/3/2023","","","@","NO",13,12,"Sun","W 33-28","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",2,NA,"DET 2023"
"3007","JAX",2023,"10/19/2023","","","@","NO",7,7,"Thu","W 31-24","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",1,NA,"JAX 2023"
"3008","NO",2023,"1/7/2024","","","","ATL",18,17,"Sun","W 48-17","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",0,NA,"NO 2023"
"3009","NO",2023,"12/17/2023","","","","NYG",15,14,"Sun","W 24-6","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",1,NA,"NO 2023"
"3010","NO",2023,"12/10/2023","","","","CAR",14,13,"Sun","W 28-6","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",1,NA,"NO 2023"
"3011","NO",2023,"12/3/2023","","","","DET",13,12,"Sun","L 28-33","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",3,NA,"NO 2023"
"3012","NO",2023,"11/5/2023","","","","CHI",9,9,"Sun","W 24-17","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",2,NA,"NO 2023"
"3013","NO",2023,"10/19/2023","","","","JAX",7,7,"Thu","L 24-31","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",0,NA,"NO 2023"
"3014","NO",2023,"10/1/2023","","","","TB",4,4,"Sun","L 9-26","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",3,NA,"NO 2023"
"3015","NO",2023,"9/10/2023","","","","TEN",1,1,"Sun","W 16-15","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",0,NA,"NO 2023"
"3016","NYG",2023,"12/17/2023","","","@","NO",15,14,"Sun","L 6-24","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",3,NA,"NYG 2023"
"3017","TB",2023,"10/1/2023","","","@","NO",4,4,"Sun","W 26-9","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",0,NA,"TB 2023"
"3018","TEN",2023,"9/10/2023","","","@","NO",1,1,"Sun","L 15-16","","NOR","Unknown Non-Slit-Film","","","Unknown Non-Slit-Film","NOR",NA,"Other Artificial","Artificial Turf",1,NA,"TEN 2023"
"3019","CHI",2023,"11/27/2023","","","@","MIN",12,12,"Mon","W 12-10","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",0,"Act Global","CHI 2023"
"3020","DET",2023,"12/24/2023","","","@","MIN",16,15,"Sun","W 30-24","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",0,"Act Global","DET 2023"
"3021","GB",2023,"12/31/2023","","","@","MIN",17,16,"Sun","W 33-10","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",3,"Act Global","GB 2023"
"3022","KC",2023,"10/8/2023","","","@","MIN",5,5,"Sun","W 27-20","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",0,"Act Global","KC 2023"
"3023","LAC",2023,"9/24/2023","","","@","MIN",3,3,"Sun","W 28-24","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",4,"Act Global","LAC 2023"
"3024","MIN",2023,"12/31/2023","","","","GB",17,16,"Sun","L 10-33","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",0,"Act Global","MIN 2023"
"3025","MIN",2023,"12/24/2023","","","","DET",16,15,"Sun","L 24-30","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",4,"Act Global","MIN 2023"
"3026","MIN",2023,"11/27/2023","","","","CHI",12,12,"Mon","L 10-12","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",0,"Act Global","MIN 2023"
"3027","MIN",2023,"11/12/2023","","","","NO",10,10,"Sun","W 27-19","","MIN","actglobal","","","Xtreme Turf S5","MIN-USB","Act Global","Artificial Slit-Film","Artificial Turf",2,"Act Global","MIN 2023"
